title         = ASCII CSV version of Oil Production data from the 2008 British Petroleum Statistical Review (worksheet 4)
file URL      = http://mazamascience.com/OilExport/BP_2008_oil_production.csv
original data = http://www.bp.com/liveassets/bp_internet/globalbp/globalbp_uk_english/reports_and_publications/statistical_energy_review_2008/STAGING/local_assets/downloads/spreadsheets/statistical_review_full_report_workbook_2008.xls
country codes = ISO3166-1 two-letter codes or 'BP_~~~' for special groups (e.g. BP_TNA = Total North America)
units         = thousand barrels per day

"YEAR",1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
"RU","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",10904.1,11305.5,11483.7,11444.0,11134.5,10404.6,9326.3,8038.2,7172.7,6419.1,6288.2,6113.8,6226.9,6168.5,6177.9,6536.0,7056.1,7698.2,8544.2,9287.1,9552.0,9769.4,9978.0
"TM","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",142.2,137.6,135.4,120.1,121.0,119.5,113.1,108.8,91.6,86.6,83.9,89.7,108.4,128.6,142.6,144.3,162.1,182.0,202.0,193.2,191.7,185.7,197.8
"GB",1.7,1.6,1.8,1.7,1.8,3.5,4.9,7.8,8.8,9.7,33.7,252.5,792.5,1118.6,1610.8,1663.2,1853.3,2150.2,2403.8,2632.2,2675.3,2671.1,2593.0,2396.0,1928.9,1918.3,1919.3,1981.3,2119.4,2674.9,2749.1,2735.1,2701.7,2807.5,2909.0,2666.7,2476.3,2463.0,2256.9,2027.6,1809.2,1635.9,1636.1
"UZ","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",54.6,60.6,64.3,60.4,66.5,69.0,68.7,79.4,93.6,124.3,172.3,173.5,181.5,191.5,190.9,176.7,170.9,170.6,166.0,152.5,126.1,124.9,114.1
"BP_OEE",5336.5,5797.0,6277.4,6693.2,7104.6,7663.1,8127.6,8576.0,9180.5,9786.9,10429.7,10965.7,11497.4,12026.1,12319.3,12605.5,12735.3,12827.3,12937.9,12832.7,758.4,762.3,739.6,716.9,695.4,686.1,683.7,645.6,600.4,608.3,575.1,546.2,524.3,506.0,474.4,465.5,465.5,501.3,508.7,496.3,468.7,459.2,455.6
"BP_TEE",5651.8,6108.7,6594.7,7009.2,7421.3,7982.3,8459.4,8942.7,9551.6,10165.0,10993.6,11842.2,12926.5,13833.6,14646.0,15088.3,15400.1,15835.9,16344.9,16560.2,16442.1,16946.8,17244.9,17140.5,16727.3,16106.1,15252.3,14239.0,13560.5,13661.6,13830.4,14011.0,14234.9,14199.2,14480.4,14950.5,15450.1,16289.3,16973.2,17579.2,17542.1,17599.8,17835.2
"IR",1908.0,2132.0,2603.0,2840.0,3376.0,3847.7,4572.4,5059.0,5907.4,6060.3,5386.6,5918.2,5714.0,5302.1,3217.6,1479.0,1321.0,2396.9,2453.6,2042.5,2205.2,2054.2,2342.4,2349.5,2894.3,3270.2,3499.6,3523.0,3712.2,3730.0,3743.8,3758.6,3776.5,3854.7,3603.4,3817.9,3794.3,3543.3,4183.2,4308.1,4359.4,4388.4,4401.1
"IQ",1313.0,1392.0,1228.0,1503.0,1521.0,1549.0,1694.0,1466.0,2018.0,1977.0,2270.6,2422.3,2358.1,2573.6,3488.6,2657.5,906.9,988.2,1105.7,1228.0,1425.3,1899.4,2391.3,2782.2,2838.3,2148.9,285.4,531.3,455.3,505.3,530.3,580.3,1165.8,2120.8,2609.8,2613.8,2523.1,2116.0,1344.0,2030.0,1833.0,1999.0,2144.7
"KW",2371.0,2505.0,2522.0,2656.0,2819.0,3036.0,3253.0,3339.0,3080.0,2603.0,2132.0,2199.0,2024.0,2182.0,2623.0,1757.0,1187.0,862.0,1117.0,1229.0,1127.0,1210.0,1072.0,1286.0,1408.0,964.0,185.0,1077.0,1945.0,2085.0,2130.0,2129.0,2137.0,2232.0,2085.0,2206.0,2148.0,1995.0,2329.0,2475.3,2618.3,2682.3,2625.8
"OM",0.0,0.0,57.0,241.0,327.0,332.0,294.0,282.0,293.0,290.0,341.0,367.0,340.0,314.0,295.0,285.0,330.0,338.0,391.0,419.0,502.0,564.0,588.0,625.0,651.0,695.0,716.0,748.0,785.0,819.0,868.0,897.0,909.0,905.0,911.0,959.0,961.0,900.0,824.0,756.0,786.9,752.5,717.8
"QA",233.0,291.0,324.0,340.0,356.0,363.0,430.0,482.0,570.0,518.0,437.0,487.0,435.0,484.0,506.0,475.5,421.1,344.5,315.6,353.0,315.2,355.1,314.9,360.4,403.4,433.8,419.6,495.3,460.3,451.4,460.9,568.0,692.1,701.4,723.3,756.9,753.7,764.1,879.2,992.2,1027.9,1109.5,1196.7
"SA",2219.0,2615.0,2825.0,3081.0,3262.0,3851.0,4821.0,6070.0,7693.0,8618.0,7216.0,8762.0,9419.0,8554.0,9841.0,10270.0,10256.0,6961.0,4951.0,4534.0,3601.0,5208.0,4599.0,5720.0,5635.0,7105.0,8820.0,9098.0,8962.0,9084.0,9144.5,9298.9,9481.9,9501.8,8853.3,9490.8,9209.1,8928.3,10164.1,10638.0,11114.4,10852.7,10412.7
"SY",0.0,0.0,0.0,21.0,53.0,85.0,106.0,117.0,111.0,129.0,192.0,201.0,183.0,179.0,167.0,158.0,164.0,155.0,161.0,162.0,159.4,200.6,230.9,268.2,340.6,406.7,472.0,514.4,566.1,563.3,596.3,586.2,577.2,576.2,578.8,548.3,581.4,547.5,527.5,494.7,449.7,421.2,393.9
"AE",282.0,360.0,382.0,498.0,599.0,762.0,1106.0,1300.0,1456.0,1631.0,1696.0,1937.0,1998.0,1829.0,1831.0,1745.0,1540.0,1375.0,1296.0,1283.0,1260.0,1594.0,1603.0,1620.0,2024.0,2283.0,2639.0,2510.0,2443.0,2482.0,2361.8,2437.5,2566.5,2642.5,2510.5,2625.5,2533.5,2323.5,2610.7,2655.7,2752.5,2970.9,2914.9
"YE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,26.0,170.0,178.0,182.0,197.0,184.0,209.4,345.6,351.5,356.7,375.0,380.1,405.1,449.7,455.1,456.9,447.7,420.4,415.9,380.0,336.0
"BP_OME",61.0,65.8,73.0,78.0,78.0,78.5,76.2,70.9,68.7,67.8,61.7,58.7,58.5,55.5,51.4,55.4,54.3,52.2,50.2,50.2,50.2,50.5,51.7,52.7,52.5,51.6,53.4,54.2,53.2,52.1,52.2,50.1,50.1,49.1,48.1,48.1,47.1,48.1,48.1,48.1,34.5,32.1,32.1
"BP_TME",8387.0,9360.8,10014.0,11258.0,12391.0,13904.2,16352.6,18185.9,21197.1,21894.1,19732.9,22352.2,22529.6,21473.1,22020.6,18882.4,16180.3,13472.8,11841.1,11300.7,10645.4,13145.9,13219.1,15233.9,16425.2,17540.2,17286.8,18735.2,19591.3,20117.7,20239.2,20662.3,21731.1,22963.8,22328.4,23516.0,23006.3,21622.7,23357.4,24818.5,25392.5,25588.6,25175.7
"DZ",577.4,738.6,852.0,932.9,976.9,1051.6,809.1,1089.1,1111.1,1035.6,1002.7,1109.1,1187.8,1270.2,1271.2,1138.7,1048.9,1064.8,1046.8,1137.4,1150.9,1198.2,1231.2,1254.5,1280.1,1347.5,1350.6,1323.4,1329.1,1323.8,1326.6,1385.8,1420.5,1460.6,1515.4,1578.0,1562.2,1680.0,1851.5,1945.8,2014.2,2003.3,2000.1
"AO",13.3,12.8,10.9,15.2,49.9,102.8,116.1,142.9,166.0,173.4,158.2,153.1,143.4,131.3,146.2,150.4,145.3,130.1,178.4,204.0,232.5,282.7,355.4,451.9,459.7,474.6,497.7,549.7,503.7,556.7,632.9,716.0,741.0,730.8,745.1,746.1,742.0,905.4,862.0,975.7,1246.0,1421.0,1723.0
"CM",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,12.3,33.6,55.9,85.7,105.3,111.1,145.8,181.1,173.8,164.9,163.4,160.3,154.8,142.9,133.8,130.4,114.7,106.3,110.0,124.0,105.0,94.8,88.0,81.0,72.0,67.0,89.0,82.0,87.0,82.0
"TD",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,167.8,173.4,153.2,143.6
"CG",1.4,1.2,1.0,0.8,0.0,0.0,0.0,6.5,40.6,47.6,34.7,40.6,31.8,47.1,53.6,61.3,79.5,88.3,104.1,116.5,115.2,115.4,122.5,136.1,154.4,155.7,156.2,167.1,185.0,185.5,179.8,200.4,224.7,263.8,266.3,254.2,233.8,230.7,214.8,216.5,245.9,262.3,222.1
"EG",126.0,121.7,108.6,166.4,239.2,319.1,290.8,208.0,164.9,145.0,228.3,322.2,406.5,490.7,509.3,580.1,628.0,650.8,711.8,815.9,882.0,806.5,907.5,868.8,878.0,897.1,895.7,906.0,940.7,921.4,923.5,893.8,872.5,856.7,827.5,781.2,758.4,751.3,749.1,720.7,696.1,697.0,710.0
"GQ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,7.0,17.0,60.0,83.0,100.0,91.0,177.0,204.0,242.0,345.0,373.0,357.7,363.3
"GA",25.3,29.0,69.0,92.7,100.7,108.6,116.1,125.9,152.1,204.3,226.6,226.2,225.6,212.3,196.2,177.7,153.2,156.1,157.6,174.4,172.8,166.1,154.8,177.6,204.8,270.2,294.6,288.6,304.9,337.2,355.6,364.5,364.4,337.4,340.0,327.1,300.9,294.9,240.3,234.7,234.3,235.0,230.0
"LY",1220.0,1508.0,1733.0,2599.0,3108.0,3357.0,2750.0,2248.0,2211.0,1558.0,1514.0,1972.0,2108.0,2023.0,2139.0,1862.0,1253.0,1176.0,1151.0,1022.0,1025.0,1064.0,1003.0,1051.0,1164.0,1424.0,1439.0,1473.0,1402.0,1431.0,1439.0,1452.0,1491.0,1480.0,1425.0,1475.0,1427.0,1375.0,1485.0,1624.0,1751.0,1834.4,1847.7
"NG",274.0,418.0,319.0,141.0,540.0,1084.0,1531.0,1818.0,2056.0,2256.0,1785.0,2071.0,2098.0,1897.0,2306.0,2059.0,1440.0,1290.0,1236.0,1388.0,1499.0,1467.0,1353.0,1496.0,1775.0,1870.0,1960.0,2020.0,2024.0,1991.0,1998.0,2145.0,2316.0,2167.0,2066.0,2155.0,2274.0,2103.0,2263.0,2502.0,2580.0,2473.9,2355.9
"SD",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,5.0,9.0,12.0,63.0,174.0,217.0,241.0,265.0,301.0,305.0,331.0,457.0
"TN",0.0,16.2,47.2,67.0,78.1,87.5,86.6,83.6,81.7,87.2,97.1,78.0,90.7,104.2,116.6,118.2,113.9,108.4,116.6,115.1,113.9,110.6,105.6,103.9,104.7,95.8,110.3,109.9,98.7,92.8,89.7,88.7,80.7,84.7,83.9,77.7,71.0,74.3,67.6,71.1,72.7,69.7,97.6
"BP_OAF",2.1,2.1,2.1,1.8,1.2,0.9,0.0,0.6,0.9,0.5,0.0,25.2,23.5,18.5,21.4,21.6,33.4,44.0,51.9,59.5,60.3,58.9,53.9,47.7,35.6,35.1,33.0,29.4,35.9,42.4,50.9,61.8,64.2,62.7,56.0,56.5,52.7,62.7,70.9,74.6,72.3,69.4,85.4
"BP_TAF",2239.5,2847.7,3142.7,4016.9,5094.4,6111.9,5700.5,5722.5,5984.3,5507.6,5046.9,5997.4,6316.0,6206.7,6793.1,6224.9,4981.1,4813.8,4865.3,5178.6,5432.7,5443.2,5451.9,5750.9,6216.6,6724.9,6880.0,7002.8,6961.3,7003.6,7111.2,7440.1,7768.0,7643.7,7582.9,7803.6,7897.0,7994.3,8401.9,9268.0,9845.9,9994.9,10317.7
"AU",7.0,9.0,21.0,39.0,45.0,176.0,315.0,337.0,424.0,420.0,451.0,461.0,490.0,490.0,491.0,460.0,449.0,443.0,431.0,568.0,660.0,593.0,628.0,597.0,567.0,651.0,618.0,609.0,572.0,614.0,583.0,619.0,669.0,644.0,625.0,809.0,733.0,730.1,623.9,581.7,580.0,554.0,560.8
"BN",80.0,96.0,104.0,122.0,124.0,136.0,129.0,182.0,231.0,198.0,187.0,217.0,227.0,240.0,261.0,240.0,175.0,179.0,179.0,172.0,168.0,165.0,155.0,150.0,150.0,152.0,164.0,182.0,175.0,179.0,175.0,165.0,163.0,157.0,182.0,193.0,203.0,210.0,214.0,210.4,206.0,220.7,194.2
"CN",226.8,291.8,278.4,319.8,436.0,614.7,790.4,913.4,1075.1,1300.6,1545.4,1743.2,1877.9,2086.7,2128.8,2119.0,2029.9,2048.0,2127.2,2292.2,2504.8,2621.0,2690.2,2741.0,2760.3,2773.8,2827.5,2840.8,2888.5,2929.6,2988.6,3170.4,3211.4,3212.4,3213.2,3252.4,3305.6,3346.5,3401.0,3481.0,3626.7,3683.6,3743.4
"IN",62.3,95.9,116.9,120.4,138.7,140.5,148.2,151.7,148.5,154.5,170.9,178.1,210.1,232.5,264.9,193.4,309.5,411.8,525.4,583.0,626.9,662.3,645.5,682.6,733.4,731.6,702.7,642.6,619.8,708.3,804.1,778.3,799.5,787.2,788.0,779.7,779.8,800.8,797.8,811.7,775.6,795.2,800.8
"ID",486.0,474.0,510.0,599.0,642.0,854.0,892.0,1081.0,1338.0,1375.0,1306.0,1504.0,1685.0,1635.0,1590.0,1577.0,1602.0,1337.0,1419.0,1505.0,1342.0,1429.0,1420.0,1373.0,1481.0,1539.0,1669.0,1579.0,1588.0,1589.0,1578.0,1580.0,1557.0,1520.0,1408.0,1455.9,1389.0,1288.9,1183.3,1128.8,1087.1,1016.8,969.1
"MY",1.0,1.0,1.0,4.0,9.0,18.0,69.0,93.0,91.0,81.0,98.0,167.0,183.0,216.0,282.0,276.0,259.0,304.0,385.0,456.0,455.0,509.0,505.0,551.0,600.0,634.0,660.0,670.0,662.0,674.0,775.0,773.0,777.0,779.0,737.0,734.5,719.0,757.0,776.4,792.7,743.5,748.0,755.3
"TH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,5.9,13.3,23.8,48.5,50.4,47.0,53.4,50.6,62.4,74.9,91.5,96.2,95.8,91.6,105.1,126.2,129.5,140.5,175.7,191.3,203.9,236.4,223.4,265.0,285.5,309.2
"VN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,14.0,30.2,54.7,80.3,111.0,127.7,143.9,155.1,178.9,204.8,245.3,296.0,327.5,350.0,354.4,363.6,427.2,398.4,367.3,340.0
"BP_OAP",35.1,34.1,31.1,35.1,36.4,39.6,42.6,44.5,47.3,47.5,47.8,62.5,73.1,72.8,92.6,77.4,78.1,85.5,90.5,101.9,122.7,125.6,119.7,124.2,133.9,144.2,147.2,204.0,276.1,258.4,229.8,245.3,228.8,217.4,218.4,200.4,194.7,192.5,195.0,185.7,198.0,206.0,233.9
"BP_TAP",898.3,1001.8,1062.4,1239.3,1431.1,1978.7,2386.1,2802.6,3354.9,3576.6,3806.1,4332.9,4746.2,4973.0,5110.3,4942.8,4904.1,4814.2,5170.5,5701.8,5928.0,6155.3,6216.0,6286.2,6506.5,6742.7,6943.6,6929.9,7005.3,7192.0,7380.1,7615.0,7736.6,7691.8,7608.0,7928.2,7865.5,7884.1,7791.4,7842.6,7880.4,7877.3,7906.7
"BP_WORLD",31806.4,34571.1,37120.6,40438.1,43635.2,48063.5,50845.6,53668.0,58465.3,58618.3,55826.4,60412.3,62714.0,63332.4,66050.5,62948.2,59534.7,57298.2,56598.9,57686.0,57472.2,60467.4,60790.0,63164.9,64056.1,65476.5,65293.6,65801.8,66057.9,67128.8,68132.2,69938.9,72230.7,73588.4,72376.5,74915.6,74847.1,74478.4,77030.9,80325.5,81255.4,81658.9,81532.9
"BP_EU2",707.1,705.6,713.0,710.7,706.8,701.6,684.5,675.9,680.9,693.0,719.8,933.1,1462.3,1770.9,2240.1,2276.7,2471.1,2818.7,3129.9,3362.1,3429.5,3443.0,3382.4,3195.9,2714.5,2666.5,2651.2,2706.7,2838.8,3437.1,3495.4,3476.6,3454.1,3553.1,3684.2,3493.4,3284.7,3339.4,3127.8,2901.9,2658.5,2422.2,2394.4
"BP_OECD",10782.3,11446.7,12242.1,12761.1,13136.7,13921.7,14009.8,14340.9,14496.8,14024.1,13671.2,13659.2,14560.2,15596.7,16523.1,17138.0,17587.5,18397.8,18877.4,19731.4,20063.9,19601.4,19676.0,19522.3,18767.7,18844.6,19405.0,19580.5,19676.5,20533.0,20742.3,21363.2,21668.9,21500.5,21103.0,21521.4,21303.0,21430.0,21165.0,20766.1,19860.6,19457.9,19170.4
"BP_OPEC",14399.7,15848.4,16884.9,18844.1,20880.8,23612.1,25589.7,27395.9,31061.4,30865.3,27326.0,30905.7,31484.2,30108.1,31384.5,27399.1,23284.3,19879.6,18122.1,17778.9,16927.1,19647.6,19595.2,21742.4,23374.8,25104.1,25265.8,26678.7,27416.5,27981.2,28304.7,29188.1,30666.3,31891.7,30670.8,32159.9,31497.9,29917.5,31709.0,34182.6,35320.8,35560.3,35204.2
"BP_OPEC10",13073.4,14443.6,15646.0,17325.9,19309.9,21960.3,23779.6,25787.1,28877.5,28714.9,24897.3,28330.3,28982.7,27403.2,27749.8,24591.2,22232.1,18761.3,16838.0,16346.9,15269.3,17465.5,16848.5,18508.4,20076.9,22480.5,24482.8,25597.7,26457.5,26919.2,27141.6,27891.8,28759.5,29040.0,27315.9,28800.0,28232.7,26896.0,29503.0,31176.9,32241.8,32140.3,31336.5
"BP_NONOPEC",12549.0,13420.7,14473.6,15426.9,16188.4,17324.7,17645.4,18207.9,18739.5,18482.6,18584.4,19041.0,20219.9,21693.5,22860.6,23432.7,23990.2,25088.9,26073.3,27610.5,28504.8,28377.7,28539.6,28821.5,28382.9,28806.9,29554.2,29972.5,30447.2,31756.5,32530.3,33579.7,34190.6,34305.4,34153.3,34741.7,34689.1,35028.3,34823.3,34735.4,34095.2,33780.1,33524.3
"BP_FSU",4857.8,5302.0,5762.0,6167.1,6566.0,7126.7,7610.5,8064.1,8664.4,9270.4,9916.0,10465.6,11009.9,11530.8,11805.4,12116.4,12260.3,12329.8,12403.4,12296.7,12040.3,12442.1,12655.2,12600.9,12298.3,11565.6,10473.6,9150.6,8194.2,7391.1,7297.2,7171.1,7373.9,7391.3,7552.4,8014.0,8660.2,9532.7,10498.7,11407.5,11839.3,12318.4,12804.5
