title         = ASCII CSV version of Natural Gas production data from the 2009 British Petroleum Statistical Review (worksheet 21)
file URL      = http://mazamascience.com/OilExport/BP_2009_gas_production_mtoe.csv
original data = http://www.bp.com/liveassets/bp_internet/globalbp/globalbp_uk_english/reports_and_publications/statistical_energy_review_2008/STAGING/local_assets/2009_downloads/statistical_review_of_world_energy_full_report_2009.xls
country codes = ISO3166-1 two-letter codes or 'BP_~~~' for special groups (e.g. BP_TNA = Total North America)
units         = million tonnes oil equivalent per year

"YEAR",1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
"KZ","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",4.4,4.7,5.1,5.8,5.5,5.8,6.4,6.6,5.5,3.7,4.8,5.3,6.6,6.5,8.1,9.4,9.5,9.2,11.3,18.0,20.3,21.5,23.8,27.2
"NL","na","na","na","na","na",24.0,33.2,44.2,53.8,63.8,69.1,73.8,74.0,67.8,71.1,68.7,63.8,54.6,58.1,58.8,61.6,56.3,56.4,49.8,54.4,54.9,62.1,62.5,63.7,60.2,61.0,69.1,61.1,58.3,54.2,52.3,56.2,54.3,52.2,61.6,56.3,55.4,54.5,60.8
"NO","na","na","na","na","na",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,12.8,18.6,22.6,22.5,21.6,21.3,23.4,23.6,23.5,25.3,25.5,25.9,22.9,22.5,23.3,22.3,24.2,25.0,33.7,38.7,39.8,43.6,44.8,48.5,59.0,65.8,70.6,76.5,78.9,80.7,89.3
"PL","na","na","na","na","na",4.4,4.5,4.8,4.9,4.7,4.9,5.3,5.6,6.0,5.3,4.5,4.0,3.7,3.6,4.0,4.1,3.8,3.8,3.7,3.5,2.4,2.7,2.5,3.3,3.1,3.1,3.2,3.2,3.2,3.1,3.3,3.5,3.6,3.6,3.9,3.9,3.9,3.9,3.7
"RO","na","na","na","na","na",21.0,22.4,23.0,24.3,25.1,27.2,29.7,31.5,31.7,30.3,31.3,32.9,33.3,33.0,32.8,31.3,31.7,30.1,29.5,26.5,25.5,22.0,19.6,18.5,16.8,16.2,15.5,13.5,12.6,12.6,12.4,12.2,11.9,11.7,11.5,11.2,10.7,10.4,10.4
"RU","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",376.3,409.7,443.3,480.4,501.6,522.1,523.7,521.6,503.3,494.6,484.9,489.9,465.0,481.4,481.1,475.8,473.6,484.9,505.2,516.0,522.1,534.4,532.8,541.5
"TM","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",67.8,69.0,71.8,71.9,73.2,71.5,68.7,49.0,53.2,29.1,26.3,28.7,14.1,10.8,18.6,38.3,41.8,43.6,48.1,47.5,51.3,54.3,58.9,59.5
"UA","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",34.9,32.3,29.0,26.4,25.1,22.9,19.9,17.1,15.6,14.8,14.8,15.0,15.2,14.6,14.8,14.6,14.9,15.2,15.8,16.6,16.9,17.2,17.2,16.9
"GB","na","na","na","na","na",9.4,15.6,22.6,24.5,29.6,30.8,32.6,34.1,32.6,32.9,31.3,31.2,31.8,32.7,32.0,35.7,37.5,39.3,37.9,37.1,40.9,45.6,46.3,54.5,58.2,63.7,75.8,77.3,81.1,89.2,97.5,95.2,93.2,92.6,86.7,79.4,72.0,64.9,62.6
"UZ","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",28.2,31.4,32.4,32.5,33.5,33.2,34.1,34.9,36.7,38.4,39.5,39.9,41.7,44.6,45.3,45.9,46.8,46.7,46.8,48.8,48.6,49.0,53.2,56.0
"BP_OEE","na","na","na","na","na",174.1,186.5,194.5,207.6,227.6,251.0,277.0,298.6,321.0,348.2,371.3,394.9,424.2,452.1,494.6,17.3,16.0,16.0,15.6,16.0,14.7,14.9,14.6,14.8,14.2,14.3,13.1,12.0,11.1,10.3,10.1,9.9,10.1,9.6,10.0,9.7,10.4,9.7,9.2
"BP_TEE","na","na","na","na","na",253.7,285.8,315.6,344.3,380.8,410.9,448.0,474.5,501.3,535.8,556.6,578.1,596.4,628.0,674.3,725.0,756.7,794.9,819.3,841.8,856.1,860.4,836.2,830.1,797.3,794.8,832.0,791.6,806.2,823.2,845.3,852.1,870.8,901.5,929.2,934.4,945.7,947.9,978.6
"BH","na","na","na","na","na",0.6,0.8,1.0,1.4,1.8,1.9,2.0,2.1,2.3,2.6,2.1,1.9,3.1,3.2,3.3,4.1,4.6,4.5,4.8,5.0,5.2,5.0,5.8,6.2,6.4,6.5,6.7,7.2,7.5,7.8,7.9,8.2,8.5,8.7,8.8,9.6,10.2,10.6,12.1
"IR","na","na","na","na","na",11.6,12.8,14.7,16.0,18.6,18.3,18.0,17.0,15.3,16.1,6.4,5.4,6.5,9.9,12.2,13.1,13.7,14.4,18.0,20.0,20.8,23.2,22.5,24.4,28.6,31.8,35.1,42.3,45.0,50.7,54.2,59.4,67.5,73.3,76.4,93.2,97.7,100.7,104.7
"KW","na","na","na","na","na",1.8,1.9,2.2,2.5,2.6,2.9,3.5,3.8,4.2,5.6,3.7,4.2,3.3,3.6,3.9,3.8,5.2,4.3,6.2,7.3,3.8,0.5,2.4,4.9,5.4,8.3,8.4,8.3,8.5,7.8,8.6,9.4,8.5,9.9,10.7,11.0,11.2,10.9,11.5
"OM","na","na","na","na","na",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.6,0.7,0.8,1.0,1.2,1.6,1.8,2.1,2.1,2.2,2.3,2.4,2.6,2.5,2.6,3.6,3.9,4.5,4.7,4.9,7.8,12.6,13.5,14.8,16.6,17.8,21.3,21.6,21.6
"QA","na","na","na","na","na",0.9,0.9,1.0,1.4,1.2,1.8,1.0,1.4,1.3,3.9,4.3,3.9,4.5,4.7,5.3,4.9,5.2,5.0,5.3,5.6,5.7,6.9,11.4,12.2,12.2,12.2,12.3,15.7,17.6,19.8,21.3,24.3,26.6,28.3,35.3,41.2,45.6,56.9,69.0
"SA","na","na","na","na","na",1.5,1.2,1.4,1.6,2.0,2.4,2.6,3.7,5.1,6.3,8.8,10.2,10.8,10.6,16.4,16.9,22.7,24.1,26.2,26.8,30.2,31.7,34.4,36.0,38.5,38.6,40.0,40.8,42.1,41.6,44.8,48.3,51.0,54.1,59.1,64.1,66.2,67.0,70.3
"SY","na","na","na","na","na",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.3,0.3,0.8,1.2,1.4,1.6,1.7,1.6,1.8,2.2,2.4,3.7,4.8,4.9,4.9,4.5,5.5,5.5,5.8,4.9,5.1,5.1,4.9
"AE","na","na","na","na","na",0.8,1.3,1.3,1.6,1.6,1.5,1.7,3.5,5.1,5.5,6.8,8.0,8.6,7.5,9.9,11.9,13.7,15.2,15.6,18.3,18.1,21.4,20.0,20.7,24.2,28.2,30.4,32.7,33.4,34.6,34.5,40.4,39.1,40.3,41.7,43.0,44.1,45.4,45.2
"BP_OME","na","na","na","na","na",0.8,0.9,0.9,0.9,0.8,1.2,1.7,1.1,1.1,1.6,1.3,0.7,0.7,0.5,0.6,0.8,1.4,3.4,5.1,5.9,3.7,1.7,2.2,2.5,3.1,3.1,3.1,3.0,2.9,3.1,3.1,2.7,2.4,1.6,2.3,3.1,3.7,3.7,3.7
"BP_TME","na","na","na","na","na",17.9,19.9,22.6,25.4,28.6,30.0,30.5,32.6,34.9,42.2,33.9,35.0,38.3,41.1,53.0,57.2,68.7,73.4,84.0,92.4,91.2,94.2,102.9,110.9,122.7,134.6,142.3,158.1,166.5,175.3,187.3,209.9,222.5,236.6,256.6,287.9,305.2,321.9,343.0
"DZ","na","na","na","na","na",2.3,2.4,3.0,4.0,4.7,5.8,7.2,6.9,10.8,17.6,12.8,15.2,19.7,28.5,28.3,30.8,32.8,37.0,38.7,41.8,44.3,47.9,49.8,50.5,46.5,52.8,56.1,64.6,68.9,77.4,76.0,70.4,72.3,74.5,73.8,79.4,76.0,76.3,77.9
"EG","na","na","na","na","na",0.1,0.1,0.1,0.1,0.1,0.0,0.3,0.4,0.7,1.0,2.0,2.2,2.4,2.8,3.6,4.4,5.1,5.7,6.2,7.0,7.3,8.2,8.8,10.2,10.9,11.2,12.0,12.2,12.6,15.1,18.9,22.7,24.6,27.1,29.7,38.2,49.2,50.1,53.0
"LY","na","na","na","na","na",0.0,1.3,2.9,3.4,3.1,4.2,4.3,4.5,4.6,6.1,4.7,3.4,3.0,3.1,3.3,4.1,5.0,4.5,5.0,6.1,5.6,5.9,6.1,5.7,5.8,5.7,5.8,5.9,5.7,4.5,5.3,5.6,5.3,5.0,7.3,10.2,11.9,13.8,14.3
"NG","na","na","na","na","na",0.1,0.2,0.2,0.4,0.4,0.3,0.6,0.8,0.9,1.2,1.5,2.2,2.3,2.6,2.5,2.4,2.8,2.7,3.3,3.8,3.6,3.5,3.8,4.4,4.0,4.3,4.9,4.6,4.6,5.4,11.3,13.4,12.8,17.3,20.5,20.2,25.6,31.5,31.5
"BP_OAF","na","na","na","na","na",0.1,0.1,0.2,0.3,0.4,0.4,0.4,0.4,0.5,0.6,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,1.1,1.1,1.1,1.0,1.0,2.4,2.7,2.7,3.5,4.5,4.6,5.2,5.6,6.1,6.8,6.4,8.4,10.1,10.6,12.2,16.7
"BP_TAF","na","na","na","na","na",2.6,4.1,6.4,8.2,8.6,10.7,12.9,13.1,17.5,26.6,21.6,23.8,28.3,37.9,38.6,42.7,46.7,50.9,54.3,59.7,61.9,66.5,69.6,73.2,69.8,76.9,82.2,91.8,96.5,107.7,117.1,118.2,121.7,130.3,139.6,158.1,173.4,184.0,193.3
"AU","na","na","na","na","na",1.6,2.3,3.4,4.3,4.9,5.2,6.2,7.0,7.6,8.7,10.0,10.9,10.6,11.5,11.3,12.1,13.2,13.5,13.8,16.0,18.7,19.5,21.1,22.1,25.3,26.8,26.8,26.8,27.3,27.7,28.0,29.2,29.3,29.9,31.7,33.4,35.0,36.0,34.4
"BD","na","na","na","na","na",0.0,0.4,0.4,0.5,0.6,0.6,0.8,0.8,0.9,1.1,1.2,1.5,1.7,2.0,2.3,2.6,2.9,3.4,3.8,4.2,4.3,4.8,5.2,5.5,6.0,6.6,6.8,6.8,7.0,7.5,9.0,9.7,10.3,11.1,11.9,13.1,13.8,14.6,15.6
"BN","na","na","na","na","na",0.2,0.2,0.4,1.8,3.8,5.0,6.6,7.5,7.4,7.7,7.8,7.5,7.5,7.8,7.9,7.7,7.8,7.7,8.0,7.9,8.0,8.2,8.8,9.3,9.4,10.6,10.5,10.5,9.7,10.1,10.2,10.3,10.3,11.1,11.0,10.8,11.3,11.0,10.9
"CN","na","na","na","na","na",2.6,3.4,4.4,5.4,6.8,8.0,9.1,10.9,12.4,13.1,12.8,11.5,10.7,11.0,11.2,11.6,12.4,12.5,12.8,13.5,13.8,13.9,14.2,15.1,15.8,16.2,18.1,20.4,21.0,22.7,24.5,27.3,29.4,31.5,37.3,44.4,52.7,62.3,68.5
"IN","na","na","na","na","na",0.6,0.6,0.7,0.7,0.8,1.0,1.2,1.3,1.4,1.8,1.1,1.8,2.4,2.9,3.3,4.0,5.6,6.5,7.6,9.1,10.8,12.1,13.5,13.7,14.8,16.9,18.5,20.1,22.0,22.6,23.7,23.8,24.8,26.6,26.3,26.7,26.4,27.1,27.5
"ID","na","na","na","na","na",1.1,1.1,1.1,0.7,1.0,2.1,2.1,5.1,9.8,14.2,16.7,16.9,17.2,19.6,26.4,29.1,30.2,32.3,35.3,37.1,39.5,43.4,46.0,47.7,54.4,54.6,57.6,59.1,58.1,63.0,58.7,57.0,62.7,65.9,63.3,64.1,63.2,60.9,62.7
"MY","na","na","na","na","na",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,6.8,9.2,12.6,14.0,14.8,15.7,16.0,18.3,20.5,22.4,23.5,26.0,30.3,34.8,34.6,36.8,40.7,42.2,43.5,46.6,48.5,54.0,53.7,54.7,56.3
"MM","na","na","na","na","na",0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.5,0.6,0.8,1.0,1.1,0.9,1.0,0.8,0.8,0.8,1.0,1.3,1.5,1.4,1.4,1.6,1.5,3.1,6.3,7.6,8.6,9.2,11.0,11.3,12.2,11.2
"NZ","na","na","na","na","na",0.1,0.1,0.2,0.3,0.3,0.3,0.8,1.4,1.3,0.9,0.8,1.0,1.7,1.9,2.4,3.0,3.6,3.5,3.8,3.9,3.9,4.2,4.5,4.4,4.1,3.9,4.4,4.7,4.2,4.8,5.1,5.3,5.1,3.9,3.5,3.2,3.3,3.7,3.4
"PK","na","na","na","na","na",3.1,3.1,2.9,3.3,3.7,4.1,4.2,4.6,4.7,5.3,6.5,7.0,7.7,7.6,7.8,7.9,8.5,9.1,9.7,10.3,11.0,11.9,11.7,13.4,13.7,14.0,15.3,15.2,16.0,18.3,19.4,20.4,22.1,27.4,31.0,31.9,32.5,32.8,33.8
"TH","na","na","na","na","na",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.2,1.4,2.1,2.8,3.3,4.5,5.6,5.4,5.9,7.3,7.8,8.7,9.7,10.2,11.8,14.5,15.8,17.3,18.2,17.7,18.5,19.6,20.1,21.3,21.9,23.4,26.0
"VN","na","na","na","na","na",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.2,0.1,0.3,0.5,0.8,1.2,1.4,1.8,2.2,2.1,3.7,6.2,6.1,6.4,7.1
"BP_OAP","na","na","na","na","na",4.8,5.5,5.9,6.1,6.3,6.2,6.1,6.4,6.2,5.8,6.1,5.6,5.3,5.5,5.7,5.7,5.5,5.6,5.8,3.3,3.1,2.9,2.9,2.9,3.0,3.0,3.0,3.0,3.0,2.9,3.0,3.2,4.7,5.8,5.6,6.3,9.4,11.7,12.7
"BP_TAP","na","na","na","na","na",14.1,16.8,19.3,23.0,28.2,32.6,37.2,45.3,51.9,58.8,63.2,64.3,66.5,71.9,87.8,96.8,106.7,114.0,122.1,127.5,135.8,147.3,157.0,166.5,181.1,190.4,204.7,217.8,221.1,236.3,244.9,254.2,270.5,290.1,303.1,326.3,340.7,356.7,370.1
"BP_WORLD","na","na","na","na","na",911.8,970.5,1014.6,1058.8,1079.8,1080.0,1123.2,1168.4,1208.6,1289.4,1298.1,1319.1,1320.6,1326.1,1444.8,1492.3,1534.6,1610.3,1684.7,1739.1,1781.3,1809.7,1820.8,1858.1,1881.4,1913.9,2003.2,2006.7,2055.1,2105.2,2177.8,2237.9,2274.9,2363.4,2432.1,2508.1,2596.3,2658.8,2768.0
"BP_EU1","na","na","na","na","na",91.6,111.7,133.9,150.3,166.9,173.6,184.7,188.2,183.3,183.9,177.5,174.6,164.9,168.3,170.6,175.3,171.6,174.3,163.7,164.8,166.6,175.0,174.3,184.6,184.5,190.9,211.8,202.8,201.1,203.9,208.8,209.6,205.0,201.3,204.6,190.7,181.2,168.7,171.3
"BP_OECD","na","na","na","na","na",681.1,720.9,749.6,770.7,761.7,728.6,735.1,747.3,751.5,781.8,773.6,764.1,723.8,680.9,727.3,714.0,693.3,721.1,735.5,753.1,772.5,788.3,805.9,835.8,872.7,882.9,931.4,934.2,947.1,949.9,970.5,992.7,983.0,991.5,986.6,973.0,985.7,990.9,1031.9
"BP_FSU","na","na","na","na","na",161.2,173.0,180.3,192.5,212.3,235.6,261.4,281.8,303.1,331.2,354.5,379.0,407.8,436.3,478.4,523.7,558.9,592.4,627.2,648.4,664.0,660.2,636.0,620.2,586.1,576.1,584.1,547.8,562.7,572.9,589.0,591.4,604.1,631.7,651.2,664.2,682.2,694.9,714.3
"BP_EMES","na","na","na","na","na",69.4,76.7,84.6,95.6,105.9,115.7,126.7,139.3,154.0,176.4,170.1,176.0,189.0,208.8,239.0,254.6,282.4,296.8,322.0,337.6,344.8,361.2,378.9,402.0,422.7,454.9,487.7,524.7,545.3,582.3,618.3,653.9,687.9,740.2,794.3,870.9,928.4,973.0,1021.8
