title         = ASCII CSV version of Wind data from the 2010 British Petroleum Statistical Review (worksheet 46)
file URL      = http://mazamascience.com/OilExport/BP_2010_wind.csv
original data = http://www.bp.com/liveassets/bp_internet/globalbp/globalbp_uk_english/reports_and_publications/statistical_energy_review_2008/STAGING/local_assets/2010_downloads/Statistical_Review_of_World_Energy_2010.xls
country codes = ISO3166-1 two-letter codes or 'BP_~~~' for special groups (e.g. BP_TNA = Total North America)
units         = million tonnes per year

"YEAR",1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
"ES","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",512.0,880.0,1812.0,2836.0,3550.0,5043.0,6420.0,8263.0,10027.0,11614.0,14714.0,16543.0,18784.0
"SE","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",122.0,176.0,220.0,265.0,318.0,372.0,428.0,478.0,554.0,571.0,789.0,1024.0,1537.0
"GB","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",328.0,338.0,362.0,425.0,525.0,570.0,759.0,889.0,1336.0,1967.0,2394.0,3263.0,4340.0
"BP_OEE","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",64.0,87.0,102.0,148.0,174.0,329.0,631.0,904.0,1293.8,1679.2,1985.0,2536.0,3423.0
"BP_TEE","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",4812.0,6572.0,9756.0,13650.0,17833.0,23854.0,29325.0,34749.0,41067.7,48651.2,56851.0,65998.0,76581.0
"IR","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",9.0,9.0,9.0,9.0,9.0,24.0,63.0,91.0,91.0,91.0,91.0,91.0,91.0
"BP_OME","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
"BP_TME","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",18.0,18.0,18.0,18.0,18.0,33.0,72.0,101.0,101.0,101.0,101.0,101.0,101.0
"EG","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",6.0,6.0,36.0,69.0,69.0,69.0,123.0,146.0,180.0,231.0,310.0,384.0,552.0
"MA","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",0.0,0.0,14.0,54.0,54.0,54.0,54.0,54.0,64.0,122.0,124.0,206.0,254.0
"BP_OAF","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",0.0,4.0,14.0,14.0,14.0,25.0,34.0,34.0,34.0,34.0,34.0,106.0,208.0
"BP_TAF","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",6.0,10.0,64.0,137.0,137.0,148.0,211.0,234.0,278.0,386.0,469.0,696.0,1014.0
"AU","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",4.0,10.0,10.0,30.0,71.0,190.0,240.0,421.0,717.0,796.0,972.0,1587.0,1886.0
"CN","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",146.0,200.0,262.0,352.0,406.0,473.0,571.0,769.0,1264.0,2588.0,5875.0,12121.0,25853.0
"IN","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",940.0,992.0,1035.0,1220.0,1456.0,1702.0,2125.0,3000.0,4388.0,6228.0,7845.0,9655.0,10827.0
"JP","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",17.0,30.0,68.0,142.0,357.0,486.0,761.0,991.0,1159.0,1457.0,1681.0,2033.0,2208.0
"NZ","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",4.0,25.0,35.0,35.0,35.0,35.0,56.0,167.0,167.0,170.0,321.0,325.0,467.0
"BP_OAP","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",8.0,5.0,16.0,19.0,24.0,30.0,37.0,90.0,194.0,351.0,498.0,725.0,796.0
"BP_TAP","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",1119.0,1261.0,1426.0,1798.0,2349.0,2916.0,3790.0,5438.0,7889.0,11591.0,17193.0,26446.0,42037.0
"BP_WORLD","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",7636.0,10153.0,13932.0,18450.0,24927.0,32037.0,40301.0,47912.0,59397.7,74306.0,94005.0,122158.0,160084.0
